sensor_id,timestamp,waste_type,inductive_property,capacitive_property,moisture_property,infrared_property
2,2023-11-03 07:45:00,0,1.22,0.25,0.83,31.42
4,2023-11-14 19:45:00,1,1.3,0.67,0.39,32.75
3,2023-11-01 19:00:00,1,1.37,0.5,0.08,95.85
4,2024-01-27 22:45:00,0,1.06,0.2,0.21,40.14
2,2023-11-29 13:45:00,2,0.93,0.56,0.76,10.44
3,2024-02-26 11:45:00,1,0.68,0.88,0.81,64.65
3,2023-09-14 02:30:00,2,1.21,0.85,0.32,8.42
1,2024-03-21 20:00:00,1,1.06,0.71,0.97,21.03
4,2023-12-30 05:45:00,1,0.76,0.55,0.98,96.49
2,2023-11-18 12:15:00,2,1.03,0.8,0.81,35.7
1,2023-10-19 14:15:00,1,0.77,0.31,0.26,50.64
1,2023-09-24 02:30:00,0,0.83,0.49,0.08,42.58
1,2024-03-16 04:00:00,0,1.21,0.78,0.71,37.41
1,2023-10-18 04:00:00,0,1.37,0.01,0.21,79.67
1,2023-10-03 06:15:00,0,0.89,0.2,0.84,22.75
1,2024-01-19 16:45:00,2,1.09,0.49,0.47,36.6
1,2024-02-12 06:15:00,1,0.64,0.6,0.82,16.27
2,2024-01-27 04:15:00,1,0.65,0.01,0.8,21.48
3,2023-09-21 09:30:00,1,1.17,0.78,0.5,23.25
2,2023-12-18 15:15:00,1,1.13,0.79,0.9,1.08
1,2023-09-21 15:45:00,2,0.86,0.89,0.86,15.84
2,2023-10-18 09:45:00,1,0.99,0.76,0.75,48.4
1,2023-09-29 10:45:00,2,0.93,0.59,0.94,35.47
1,2023-10-16 21:45:00,2,0.91,0.63,0.46,78.84
2,2023-12-06 02:45:00,2,0.68,0.11,0.81,25.89
4,2024-02-07 17:45:00,0,1.27,0.64,0.96,76.46
4,2023-10-14 20:00:00,0,1.03,0.15,0.42,16.91
2,2024-03-20 08:45:00,2,0.86,0.74,0.97,97.24
3,2023-09-20 13:00:00,2,1.28,0.83,0.53,70.78
3,2024-02-26 19:00:00,0,0.87,0.63,0.53,16.63
2,2024-02-05 00:15:00,0,0.9,0.19,0.71,52.77
1,2024-01-23 12:30:00,2,1.02,0.16,0.45,41.89
3,2023-11-29 11:30:00,2,0.88,0.95,0.86,78.3
2,2023-10-08 00:00:00,1,1.32,0.46,0.78,87.03
2,2023-11-27 10:30:00,1,1.15,0.29,0.02,79.57
2,2024-02-01 05:45:00,1,1.17,0.58,0.38,89.51
4,2023-12-06 00:15:00,1,0.66,0.87,0.63,96.07
4,2024-02-28 01:45:00,0,0.84,0.1,0.62,49.34
2,2023-12-21 18:45:00,2,1.39,0.32,0.6,68.45
1,2023-12-10 03:00:00,1,1.02,0.46,0.63,90.17
2,2023-12-31 10:00:00,2,1.29,0.75,0.76,18.54
2,2023-11-08 23:30:00,2,1.38,0.39,0.64,50.26
1,2024-03-05 10:30:00,2,0.75,0.13,0.56,14.89
1,2023-12-17 14:30:00,1,1.31,0.71,0.17,25.0
4,2023-10-08 17:45:00,1,0.98,0.6,0.67,34.25
1,2024-02-26 02:30:00,2,0.69,0.24,0.59,53.62
1,2024-01-24 14:30:00,2,0.77,0.26,0.12,35.72
2,2024-03-22 22:30:00,2,0.89,0.66,0.82,74.59
3,2023-09-22 06:00:00,2,1.21,0.07,0.4,83.2
1,2023-12-31 20:45:00,2,0.8,0.02,0.37,42.89
2,2023-11-24 15:00:00,0,0.81,0.23,0.65,28.47
1,2024-01-16 22:00:00,2,0.85,0.99,0.88,48.8
4,2023-09-21 22:00:00,2,0.62,0.41,0.49,85.82
3,2023-10-10 12:15:00,1,1.3,0.38,0.79,41.13
1,2024-01-02 00:00:00,1,1.27,0.34,0.29,28.08
3,2023-09-16 14:00:00,2,0.99,0.05,0.46,70.0
1,2024-02-05 07:00:00,0,0.99,0.86,0.67,7.97
2,2023-10-14 01:30:00,2,0.63,0.08,0.46,79.69
4,2024-01-25 08:00:00,0,0.75,0.27,0.36,48.32
2,2024-02-05 01:15:00,2,1.38,0.43,1.0,35.93
2,2023-11-20 20:30:00,1,1.29,0.4,0.71,79.65
4,2024-02-29 20:45:00,1,0.87,0.9,0.56,36.96
2,2023-11-25 14:15:00,1,0.99,0.95,0.06,78.75
4,2023-09-21 13:15:00,0,1.2,0.1,0.46,38.51
4,2024-02-21 10:15:00,1,0.63,0.41,0.23,93.77
1,2024-02-28 13:30:00,0,0.92,0.42,0.04,65.13
4,2023-11-09 11:30:00,1,1.17,0.44,0.06,86.15
4,2024-01-15 18:15:00,2,1.04,0.21,0.57,95.17
4,2023-11-05 00:00:00,1,0.96,0.26,0.06,29.47
1,2023-11-09 07:45:00,0,0.76,0.65,0.52,74.94
2,2024-01-11 14:00:00,2,0.74,0.39,0.76,62.06
2,2023-10-14 04:00:00,0,1.26,0.34,0.62,91.52
1,2024-01-27 23:00:00,0,1.32,0.24,0.2,43.99
1,2023-10-16 00:15:00,1,1.32,0.86,0.61,74.69
3,2023-10-17 16:45:00,1,0.88,0.07,0.87,73.29
3,2024-02-21 23:00:00,1,1.39,0.66,0.51,61.67
1,2023-09-29 12:45:00,0,1.4,0.79,0.27,99.85
3,2023-12-29 02:45:00,2,0.76,0.37,0.31,53.71
4,2023-10-30 00:30:00,0,1.06,0.45,0.97,22.79
1,2024-02-19 12:15:00,2,1.06,0.63,0.07,16.53
3,2024-03-06 10:00:00,0,0.68,0.87,0.12,66.99
2,2024-02-15 15:00:00,0,0.81,0.65,0.03,64.74
3,2023-11-07 22:45:00,2,1.39,0.02,0.83,6.96
3,2023-09-13 23:00:00,2,0.99,0.85,0.87,55.12
1,2024-01-26 00:30:00,0,1.21,0.64,0.98,89.94
3,2023-09-05 01:30:00,1,0.71,0.08,0.88,22.64
3,2024-01-05 19:45:00,2,0.67,0.8,0.0,7.26
1,2024-01-17 19:15:00,1,1.16,0.81,0.1,38.91
1,2023-12-01 06:00:00,1,1.3,0.68,0.27,78.57
3,2023-09-11 04:45:00,2,1.11,0.6,0.93,28.74
4,2023-12-23 08:45:00,2,0.89,0.73,0.73,41.86
1,2023-09-28 21:00:00,0,0.71,0.81,0.52,46.54
4,2023-09-26 01:00:00,1,1.18,0.86,0.42,63.73
3,2024-01-19 05:30:00,2,1.12,0.12,0.84,72.32
2,2024-03-06 04:30:00,1,0.91,0.39,0.69,85.56
1,2024-03-03 17:30:00,1,0.72,0.9,0.41,96.83
1,2023-09-05 14:00:00,2,0.82,0.22,0.39,62.96
3,2023-11-20 02:30:00,2,0.85,0.32,0.05,37.81
1,2023-09-27 18:30:00,2,1.2,0.26,0.07,3.9
2,2023-11-07 20:30:00,1,1.11,0.57,0.76,98.71
4,2024-02-07 10:00:00,2,0.72,0.83,0.09,16.43
3,2024-01-17 08:45:00,1,0.68,0.68,0.44,88.65
3,2023-11-24 21:30:00,2,1.23,0.05,0.36,58.1
1,2023-10-25 15:30:00,1,0.99,0.13,0.91,27.67
4,2023-12-10 12:45:00,0,0.83,0.41,0.57,56.45
1,2023-10-09 05:45:00,0,0.85,0.61,0.36,45.63
3,2023-12-12 19:45:00,0,0.83,0.59,0.03,47.38
1,2023-10-09 14:45:00,0,0.86,0.72,0.93,51.58
3,2024-01-23 01:15:00,1,1.02,0.88,0.92,31.91
2,2024-03-25 15:45:00,0,1.2,0.93,0.52,68.85
1,2023-11-26 23:30:00,2,1.22,0.55,0.48,2.4
4,2024-03-26 09:45:00,0,1.37,0.09,0.77,29.0
4,2023-09-12 02:15:00,1,0.72,0.53,0.11,98.48
3,2024-03-20 23:30:00,2,0.8,0.27,0.85,14.12
2,2023-10-05 19:45:00,0,1.22,0.57,0.18,8.06
1,2024-02-02 12:30:00,2,1.07,0.5,0.75,63.92
1,2023-10-12 17:00:00,0,0.91,0.37,0.09,83.62
1,2024-02-23 11:30:00,1,0.72,0.46,0.07,6.92
1,2024-02-24 17:45:00,2,0.64,0.33,0.17,35.79
3,2023-11-16 18:00:00,2,1.22,0.88,0.09,63.19
4,2024-02-01 17:30:00,0,0.67,0.01,0.95,60.08
2,2024-01-17 08:30:00,0,0.67,0.99,0.09,22.04
1,2023-11-13 22:45:00,2,1.22,0.98,0.56,38.9
1,2023-12-13 13:30:00,0,0.84,0.38,0.77,60.73
4,2023-10-04 20:15:00,0,1.16,0.32,0.34,49.53
1,2023-11-06 14:15:00,1,1.33,0.45,0.15,93.46
3,2023-11-29 18:30:00,2,0.74,0.03,0.45,67.54
3,2023-10-30 06:15:00,0,0.95,0.89,0.0,27.6
2,2024-03-15 19:15:00,1,1.17,0.26,0.51,94.8
1,2023-10-05 22:45:00,1,1.36,0.36,0.56,90.65
1,2023-11-05 04:00:00,0,0.7,0.43,0.69,26.8
4,2024-02-19 19:45:00,1,1.06,0.43,0.36,49.26
2,2024-02-14 13:45:00,0,1.27,0.41,0.85,70.75
4,2024-02-24 14:30:00,1,1.3,0.77,0.09,79.06
1,2024-03-09 21:30:00,0,1.12,0.15,0.85,30.62
2,2023-12-08 13:45:00,0,1.32,0.53,0.89,60.03
4,2024-02-29 11:15:00,2,1.18,0.35,0.57,2.47
4,2024-03-05 04:30:00,1,0.9,0.7,0.2,91.49
3,2023-09-14 11:00:00,0,1.23,0.02,0.51,51.43
3,2023-09-30 20:45:00,0,0.78,0.38,0.31,48.02
4,2024-02-17 05:15:00,2,1.39,0.96,0.63,50.9
2,2024-03-23 10:45:00,2,1.35,0.76,0.92,84.95
3,2023-09-23 19:45:00,1,0.88,0.07,0.6,81.1
3,2023-09-28 13:15:00,1,0.78,0.02,0.57,20.43
2,2024-03-14 21:15:00,1,0.67,0.36,0.24,1.76
4,2024-02-18 01:00:00,1,1.25,0.93,0.3,74.59
1,2023-09-10 18:45:00,0,1.27,0.0,0.25,1.98
2,2023-10-16 17:30:00,1,1.34,0.98,0.16,82.55
4,2024-02-24 16:45:00,1,1.02,0.67,0.55,27.48
3,2023-11-04 03:45:00,1,1.28,0.73,0.82,96.76
3,2024-03-01 09:00:00,0,0.62,0.71,0.78,35.77
1,2023-12-21 08:00:00,2,1.17,0.46,0.29,31.74
4,2024-02-18 22:15:00,1,0.65,0.19,0.97,11.36
2,2024-02-13 12:15:00,0,1.23,0.76,0.03,84.54
1,2023-11-19 07:30:00,0,1.38,0.57,0.43,46.59
2,2023-12-14 20:30:00,1,1.21,0.07,0.28,92.34
3,2023-10-25 01:45:00,0,1.14,0.66,0.88,84.61
4,2023-10-20 01:15:00,1,1.26,0.31,0.95,16.6
1,2024-02-08 05:45:00,0,1.16,0.12,0.56,5.34
3,2023-10-10 07:45:00,2,0.95,0.35,0.28,82.82
2,2023-10-21 17:30:00,0,1.16,0.68,0.37,47.79
1,2024-03-06 10:45:00,1,0.92,0.74,0.23,35.19
1,2023-11-03 08:45:00,2,1.24,0.81,0.71,38.5
3,2024-03-01 05:15:00,0,0.65,0.15,0.03,74.63
2,2023-11-18 08:15:00,1,1.02,0.76,1.0,34.06
1,2024-02-08 03:30:00,2,0.85,0.38,0.36,5.84
1,2023-10-28 20:00:00,2,0.82,0.43,0.4,51.86
4,2024-01-23 06:30:00,0,0.95,0.96,0.38,43.85
3,2023-09-18 00:00:00,1,1.13,0.49,0.47,52.41
2,2023-12-11 16:45:00,2,1.15,0.72,0.01,78.71
4,2023-09-10 07:30:00,1,1.39,0.35,0.48,3.26
2,2023-12-22 00:45:00,2,1.02,0.06,0.02,31.93
4,2024-02-07 01:15:00,2,1.17,0.6,0.82,92.52
4,2024-03-19 20:15:00,0,0.94,0.33,0.66,95.88
3,2023-09-03 10:45:00,2,1.31,0.28,0.09,6.47
1,2023-09-04 02:00:00,1,0.79,0.09,0.13,25.75
1,2024-01-29 20:00:00,1,1.32,0.94,0.49,5.56
3,2024-02-13 13:30:00,1,1.23,0.93,0.08,50.83
4,2024-02-03 15:45:00,1,0.61,0.0,0.4,37.15
1,2024-03-01 15:00:00,1,1.32,0.34,0.8,88.53
4,2024-03-18 07:15:00,2,1.05,0.95,0.21,48.03
4,2024-01-23 08:15:00,1,0.83,0.3,0.49,16.99
4,2024-02-04 23:15:00,2,1.29,0.0,0.1,28.13
2,2024-03-09 03:00:00,0,0.85,0.61,0.96,99.88
1,2023-10-29 13:30:00,2,1.37,0.43,0.06,96.58
2,2024-02-29 14:00:00,2,0.9,0.81,0.39,62.2
3,2023-10-19 02:15:00,1,1.37,0.97,0.11,43.44
2,2024-02-20 20:15:00,2,1.08,0.51,0.76,75.18
4,2024-02-09 19:15:00,2,1.28,0.02,0.08,39.98
2,2023-12-31 05:15:00,2,0.9,0.76,0.07,17.45
3,2023-10-16 05:15:00,2,1.0,0.25,0.4,14.67
1,2024-01-16 23:30:00,2,0.97,0.99,0.97,68.69
3,2023-09-19 12:15:00,2,1.16,0.49,0.23,85.66
1,2024-01-27 10:30:00,2,0.72,0.37,0.17,79.67
3,2024-01-31 07:45:00,0,0.65,0.15,0.9,72.2
3,2023-10-02 12:45:00,0,1.31,0.47,0.21,63.62
3,2024-01-26 04:45:00,1,1.4,0.16,0.46,95.75
4,2023-11-21 18:15:00,1,1.0,0.85,0.55,23.7
3,2023-09-14 07:00:00,1,0.86,0.52,0.98,35.42
2,2024-01-09 11:15:00,1,0.84,0.79,0.52,16.0
2,2023-12-20 22:00:00,0,1.39,0.87,0.54,57.93
3,2023-11-15 19:45:00,1,0.82,0.2,0.79,67.3
1,2024-02-05 20:15:00,0,0.78,0.58,0.5,22.57
4,2023-10-26 23:00:00,2,0.86,0.54,0.32,37.32
3,2023-12-04 17:45:00,1,1.13,0.69,0.3,9.67
2,2023-09-07 09:15:00,0,1.32,0.08,0.67,29.68
4,2023-10-28 02:00:00,1,1.31,0.07,0.45,86.13
4,2023-11-27 05:00:00,2,1.0,0.48,0.71,79.44
3,2024-01-06 15:00:00,0,1.31,0.23,0.42,96.82
2,2023-12-12 21:45:00,1,1.24,0.69,0.11,21.12
3,2023-09-22 15:00:00,2,1.09,0.11,0.33,72.9
3,2024-03-07 19:00:00,2,1.22,0.22,0.33,4.95
3,2024-03-01 12:30:00,1,0.98,0.5,0.83,12.55
2,2023-11-25 10:45:00,0,1.14,0.93,0.47,79.22
2,2023-12-30 21:15:00,2,1.17,0.68,0.1,3.37
2,2023-11-18 19:15:00,2,0.88,0.72,0.16,81.82
2,2023-10-05 18:00:00,0,0.83,0.89,0.69,31.76
1,2024-01-24 21:00:00,1,1.02,0.28,0.14,77.72
3,2024-02-06 11:30:00,2,1.21,0.43,0.36,25.83
2,2023-11-22 01:30:00,0,0.87,0.98,0.06,7.36
3,2024-02-25 19:45:00,2,0.99,0.52,0.05,82.0
3,2024-02-24 08:00:00,0,0.81,0.87,0.81,30.52
3,2024-02-03 18:45:00,2,1.26,0.29,0.32,24.56
4,2023-11-20 10:45:00,2,0.92,0.67,0.07,25.54
4,2023-11-03 03:15:00,1,1.34,0.34,0.4,58.68
4,2023-10-30 02:45:00,2,1.32,0.79,0.69,81.8
3,2024-01-04 10:00:00,2,0.84,0.38,0.04,27.0
1,2024-01-02 16:30:00,2,1.26,0.24,0.24,80.36
2,2023-12-16 20:45:00,1,1.04,0.99,0.16,72.76
1,2024-01-14 05:15:00,1,0.83,0.6,0.69,87.48
2,2023-09-04 14:45:00,0,1.29,0.93,0.09,15.24
4,2023-10-07 22:00:00,1,1.4,0.93,0.91,19.8
3,2024-01-12 18:45:00,2,1.16,0.98,0.07,95.16
1,2024-02-18 09:15:00,0,0.88,0.54,0.69,34.66
3,2024-01-01 03:00:00,1,0.75,0.56,0.55,81.32
3,2023-09-21 05:30:00,1,1.19,0.7,0.71,76.75
3,2024-02-08 03:00:00,2,1.14,0.16,0.69,97.69
1,2024-01-19 01:45:00,0,1.36,0.28,0.49,37.08
3,2024-03-02 23:45:00,1,1.22,0.6,0.59,2.99
4,2023-11-01 08:30:00,2,1.36,0.6,0.7,59.27
1,2023-12-25 00:15:00,0,0.81,0.05,0.48,27.57
1,2023-09-07 06:30:00,0,1.29,0.66,0.02,24.59
3,2024-02-05 07:15:00,2,0.92,0.63,0.8,51.57
2,2024-01-18 06:15:00,1,1.18,0.94,0.33,59.85
1,2023-12-24 02:15:00,2,0.68,0.48,0.6,19.8
2,2024-02-11 15:45:00,1,0.97,0.1,0.52,94.0
1,2023-12-10 17:45:00,1,0.65,0.29,0.08,33.74
1,2024-03-10 03:30:00,0,1.37,0.69,0.43,52.26
4,2024-03-16 05:00:00,1,1.34,0.44,0.88,18.85
4,2023-10-18 08:30:00,1,0.84,1.0,0.13,83.61
2,2023-11-25 05:30:00,0,0.66,0.54,0.95,54.17
2,2024-03-05 00:15:00,1,1.12,0.63,0.94,21.41
3,2024-01-17 23:00:00,2,1.06,0.84,0.03,6.36
1,2023-09-16 01:30:00,0,1.1,0.64,0.55,75.19
2,2024-03-24 11:15:00,2,1.37,0.25,0.28,39.71
4,2024-01-08 14:30:00,1,1.24,0.88,0.44,90.09
2,2023-09-12 02:30:00,0,0.7,0.88,0.59,90.86
4,2024-01-13 19:30:00,1,0.72,0.22,0.89,69.8
2,2023-10-04 23:00:00,1,1.17,0.84,0.69,62.11
1,2024-02-05 01:00:00,1,1.16,0.77,0.54,30.49
4,2024-01-29 22:00:00,0,1.17,0.74,0.97,97.01
2,2023-10-08 11:00:00,1,1.39,0.07,0.05,91.4
1,2023-12-25 15:30:00,2,1.13,0.51,0.89,94.99
1,2023-11-10 23:45:00,2,0.86,0.9,0.53,21.96
3,2023-09-26 12:00:00,2,1.09,0.27,0.32,4.94
3,2024-01-11 13:00:00,0,0.68,0.82,0.44,50.29
1,2023-11-29 11:15:00,0,1.05,0.55,0.64,34.94
1,2024-01-23 19:00:00,1,1.36,0.99,0.38,93.58
4,2023-11-13 17:45:00,0,1.26,0.94,0.32,36.29
2,2023-12-23 06:30:00,2,1.12,0.31,0.8,21.52
2,2024-03-19 14:00:00,1,0.97,0.48,0.16,43.29
1,2024-03-03 17:15:00,0,0.69,0.67,0.98,54.22
3,2023-12-07 22:15:00,2,0.66,0.52,0.51,77.42
2,2023-12-06 16:15:00,0,0.95,0.28,0.34,8.87
3,2024-01-26 02:30:00,2,1.15,0.34,0.43,20.57
1,2023-10-21 00:30:00,1,1.04,0.53,0.9,64.55
2,2023-10-09 17:00:00,1,0.85,0.53,0.81,14.15
4,2024-03-26 07:00:00,2,0.94,0.32,0.67,7.99
3,2023-10-10 18:45:00,0,1.16,0.09,0.72,25.95
4,2023-12-25 23:45:00,0,1.03,0.92,0.45,17.19
2,2023-10-25 17:30:00,0,0.89,0.72,0.42,6.74
3,2024-03-22 19:00:00,2,0.93,0.17,0.36,38.75
1,2023-10-05 23:45:00,0,1.13,0.06,0.91,91.11
3,2023-09-15 16:45:00,2,1.14,0.51,0.98,66.79
4,2023-09-10 02:45:00,1,0.79,0.17,0.96,6.14
1,2024-01-05 17:45:00,2,0.78,0.65,0.61,40.07
4,2023-10-21 14:15:00,0,0.77,0.81,0.43,73.65
4,2024-02-09 20:15:00,0,0.96,0.92,0.34,22.74
2,2023-11-11 12:15:00,0,1.08,0.24,0.68,49.81
4,2024-03-25 09:15:00,2,0.84,0.83,0.52,89.41
1,2023-10-08 13:30:00,1,1.18,0.73,0.36,32.86
4,2023-11-24 01:45:00,0,0.62,0.58,0.99,63.55
4,2023-12-01 11:00:00,0,1.36,0.32,0.78,7.96
2,2024-01-28 07:30:00,1,0.66,0.94,0.86,22.49
4,2024-03-27 00:30:00,1,1.39,0.97,0.9,76.99
4,2023-11-27 09:00:00,0,0.64,0.03,0.8,93.38
4,2023-11-25 05:45:00,0,1.24,0.27,0.7,27.43
3,2023-12-12 11:15:00,0,1.01,0.69,0.81,37.73
3,2023-09-04 06:00:00,0,1.18,0.21,0.51,46.42
4,2024-02-15 01:15:00,1,0.86,0.46,0.88,59.33
4,2024-02-10 02:00:00,0,1.35,0.42,0.63,71.14
3,2023-09-19 05:00:00,2,0.95,0.71,0.29,66.55
1,2024-03-18 08:45:00,0,1.18,0.72,0.23,31.51
3,2023-10-11 13:45:00,0,1.33,0.77,0.86,51.29
4,2023-09-11 08:30:00,2,0.95,0.57,0.7,89.95
1,2023-09-26 18:15:00,1,1.26,0.43,0.8,68.43
3,2023-11-24 00:00:00,0,0.64,0.53,0.23,50.17
3,2023-12-10 19:15:00,0,0.84,0.4,0.24,80.93
3,2023-12-25 14:30:00,0,1.3,0.91,0.57,31.07
4,2023-09-06 12:45:00,0,1.09,0.23,0.77,71.02
3,2023-10-04 07:15:00,1,1.05,0.7,0.09,12.41
4,2023-11-07 19:15:00,2,1.36,0.36,0.22,73.7
4,2023-10-06 16:00:00,1,1.12,0.28,0.17,85.28
3,2023-09-26 11:15:00,0,1.1,0.48,0.9,47.5
3,2023-09-04 06:15:00,2,0.84,0.17,0.71,89.75
3,2023-09-09 14:45:00,0,1.25,0.25,0.76,25.24
4,2023-10-02 22:15:00,1,0.88,0.72,0.31,59.71
1,2023-10-06 10:45:00,0,1.28,0.27,0.77,11.72
1,2024-03-24 05:45:00,1,0.72,0.65,0.22,69.16
3,2024-01-28 13:15:00,2,0.64,0.96,0.23,65.1
3,2024-02-15 10:30:00,2,1.26,0.12,0.19,0.15
3,2023-10-18 10:00:00,0,1.01,0.79,0.68,20.88
2,2023-10-26 06:00:00,2,1.32,0.96,0.5,23.12
2,2023-11-18 21:00:00,0,0.79,0.24,0.33,4.74
4,2023-11-29 08:15:00,2,0.62,0.49,0.96,28.07
2,2024-02-11 00:30:00,0,0.94,0.45,0.85,86.08
1,2024-01-05 21:30:00,0,1.2,0.23,0.48,14.41
1,2024-03-07 09:45:00,0,0.84,0.18,1.0,66.28
1,2024-01-06 15:30:00,0,1.15,0.89,0.93,27.59
3,2023-09-06 20:30:00,1,1.08,0.09,0.09,22.89
4,2023-10-29 12:15:00,1,0.85,0.89,0.53,68.17
4,2024-03-04 06:00:00,0,1.33,0.24,0.83,20.5
1,2023-09-07 19:30:00,1,1.38,0.12,0.23,52.34
3,2023-11-30 07:00:00,1,0.71,0.13,0.73,72.38
2,2023-09-04 00:15:00,0,0.63,0.48,0.55,22.4
4,2024-02-02 18:15:00,1,1.18,0.82,0.59,57.12
2,2023-09-04 08:15:00,1,0.63,0.92,0.23,29.27
3,2023-11-15 02:15:00,0,0.7,0.96,0.87,16.27
4,2023-09-10 08:30:00,1,0.63,0.98,0.9,66.57
1,2024-03-11 16:00:00,1,0.87,0.46,0.99,36.73
1,2024-03-24 14:15:00,1,1.21,0.68,0.33,10.75
1,2023-10-26 00:30:00,1,0.98,0.32,0.54,55.04
3,2023-10-21 15:45:00,1,1.2,0.79,0.09,21.59
1,2023-10-03 14:00:00,0,0.62,0.05,0.71,94.77
4,2023-09-08 07:30:00,0,0.82,0.93,0.25,20.62
4,2023-11-11 08:45:00,2,1.08,0.24,0.68,91.28
2,2023-11-02 15:15:00,1,1.27,0.61,0.34,37.78
2,2023-12-04 04:30:00,2,0.89,0.34,0.87,40.71
4,2023-11-12 05:15:00,2,1.37,0.28,0.04,30.15
2,2023-09-24 04:45:00,0,0.78,0.63,0.24,70.3
2,2023-12-31 12:15:00,2,0.88,0.03,0.81,70.14
3,2023-10-04 20:45:00,1,0.69,0.46,0.99,4.54
3,2024-02-25 00:30:00,2,0.82,0.03,0.75,61.26
3,2024-03-16 07:00:00,2,1.24,0.48,0.98,30.17
2,2023-10-23 18:30:00,2,0.74,0.79,0.06,43.15
2,2023-09-02 19:45:00,2,1.2,0.75,0.34,83.4
1,2024-01-15 17:45:00,2,1.16,0.89,0.14,77.73
4,2024-01-20 13:00:00,0,1.07,0.71,0.81,3.86
2,2023-12-12 19:30:00,0,1.38,0.12,0.85,6.22
2,2024-01-19 15:00:00,0,0.61,0.93,0.83,73.27
1,2024-03-18 02:00:00,1,1.33,0.88,0.7,59.34
3,2024-03-13 14:00:00,0,1.32,0.41,0.44,44.87
4,2023-10-31 05:30:00,2,1.05,0.44,0.01,85.54
1,2023-12-02 01:00:00,2,0.62,0.37,0.46,61.69
1,2024-01-19 10:00:00,2,1.35,0.2,0.04,44.19
1,2023-11-08 22:00:00,1,0.95,0.63,0.6,29.33
4,2024-01-26 08:30:00,0,0.83,0.44,0.34,8.36
3,2024-01-07 15:30:00,2,1.11,0.44,0.32,58.64
2,2024-02-11 23:15:00,0,1.33,0.55,0.41,20.7
3,2024-01-20 01:15:00,2,1.21,0.21,0.46,71.4
1,2024-03-20 02:15:00,2,1.14,0.84,0.4,26.35
2,2023-09-04 12:15:00,2,0.85,0.22,0.1,67.32
4,2024-02-14 09:45:00,0,1.17,0.04,0.78,33.66
2,2024-02-06 01:15:00,1,0.7,0.25,0.52,96.25
4,2024-02-27 02:00:00,0,0.78,0.93,0.74,56.38
3,2023-12-28 08:30:00,0,1.0,0.87,0.48,26.34
3,2023-09-22 05:45:00,1,0.89,0.35,0.21,63.35
3,2023-09-04 23:45:00,0,1.23,0.49,0.43,67.87
1,2023-10-13 03:45:00,1,0.77,0.87,0.77,51.98
3,2023-09-26 17:45:00,2,0.84,0.58,0.34,96.99
4,2023-11-07 12:30:00,2,1.34,0.7,0.67,50.08
2,2023-09-05 19:00:00,0,1.12,0.27,0.98,56.75
2,2023-10-08 16:00:00,0,0.91,0.4,0.61,82.12
1,2024-01-20 18:00:00,2,1.29,0.36,0.13,54.44
2,2023-12-01 05:15:00,2,0.84,0.98,0.02,50.09
3,2023-11-29 02:30:00,0,0.74,0.98,0.05,24.03
3,2023-09-17 18:30:00,1,1.06,0.42,0.3,84.54
1,2023-09-10 06:15:00,1,1.32,0.92,0.37,75.82
2,2024-02-12 09:45:00,0,1.29,0.48,0.77,84.81
4,2024-02-19 19:30:00,1,1.07,0.44,0.47,2.41
4,2023-11-24 10:15:00,0,1.37,0.18,0.72,57.05
4,2024-03-19 00:15:00,2,0.88,0.42,0.78,29.22
3,2024-02-08 01:15:00,2,1.07,0.37,0.35,56.96
1,2024-01-30 16:45:00,2,0.6,0.77,0.64,76.4
4,2023-11-14 01:15:00,1,0.81,0.26,0.28,89.48
3,2023-10-26 16:30:00,0,0.83,0.12,0.14,66.44
2,2023-10-23 11:00:00,0,0.96,0.69,0.12,86.21
3,2023-09-10 14:45:00,2,1.12,0.21,0.91,14.01
1,2023-09-05 14:45:00,2,1.28,0.13,0.12,67.44
3,2023-11-14 04:45:00,1,1.14,0.64,0.36,47.34
4,2023-09-07 02:00:00,1,1.25,0.04,0.27,37.63
4,2023-10-07 19:30:00,0,0.99,0.92,0.19,85.71
2,2024-02-26 06:30:00,0,1.14,0.93,0.99,11.85
1,2024-03-06 14:30:00,1,0.83,0.27,0.53,78.78
3,2024-03-18 19:30:00,2,0.64,0.2,0.36,93.14
1,2023-09-28 11:00:00,2,0.78,0.55,0.69,85.96
4,2023-09-27 10:45:00,1,1.09,0.7,0.7,46.87
4,2023-10-17 03:30:00,1,1.37,0.88,0.22,33.99
4,2023-11-10 11:45:00,1,0.76,0.61,0.04,66.2
4,2023-11-12 13:30:00,2,1.24,0.39,0.57,42.44
4,2023-11-03 08:00:00,1,0.83,0.07,0.09,9.56
4,2023-09-12 23:45:00,1,1.16,0.96,0.18,52.03
1,2023-10-25 11:45:00,0,1.03,0.28,0.87,23.53
4,2024-03-14 06:45:00,1,1.27,0.13,0.87,22.76
3,2024-01-20 12:00:00,2,0.64,0.86,0.59,14.9
2,2023-10-30 19:15:00,2,1.06,0.88,0.65,81.63
4,2023-09-23 19:30:00,0,0.83,0.06,0.68,4.43
4,2023-09-01 15:00:00,2,0.92,0.16,0.42,22.6
2,2024-02-01 22:45:00,0,0.93,0.47,0.32,91.7
1,2024-01-15 05:30:00,0,0.82,0.0,0.2,18.17
2,2024-03-02 16:15:00,0,1.39,0.99,0.69,99.48
3,2023-09-16 09:15:00,1,1.25,0.76,0.4,0.71
4,2024-02-13 05:45:00,2,1.31,0.09,0.4,78.14
